gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2706068175	227	79.82	4	226	3	225	0.0e+00	438	KO:K01952	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	EC:6.3.5.3	Yes
2706068176	954	70.32	1	954	1	976	0.0e+00	1690	KO:K01869	leucyl-tRNA synthetase [EC:6.1.1.4]	EC:6.1.1.4	Yes
2706068177	124	77.69	1	121	1	121	1.6e-67	227	KO:K09739	uncharacterized protein		Yes
2706068178	649	70.33	1	649	1	691	0.0e+00	1180	KO:K01874	methionyl-tRNA synthetase [EC:6.1.1.10]	EC:6.1.1.10	Yes
2706068179	275	57.19	1	271	1	278	2.4e-113	373	KO:K06982	pantoate kinase [EC:2.7.1.169]	EC:2.7.1.169	Yes
2706068180	222	76.47	1	221	1	221	5.5e-127	406	KO:K00560	thymidylate synthase [EC:2.1.1.45]	EC:2.1.1.45	Yes
2706068182	266	81.72	1	266	1	267	0.0e+00	510	KO:K08096	GTP cyclohydrolase IIa [EC:3.5.4.29]	EC:3.5.4.29	Yes
2706068183	368	81.2	1	367	1	367	0.0e+00	739	KO:K01622	fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]	EC:3.1.3.11	Yes
2706068183	368	81.2	1	367	1	367	0.0e+00	739	KO:K01622	fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]	EC:4.1.2.13	Yes
2706068184	403	61.04	1	403	1	403	0.0e+00	605	KO:K03750	molybdopterin molybdotransferase [EC:2.10.1.1]	EC:2.10.1.1	Yes
2706068185	327	76.85	1	324	5	328	0.0e+00	580	KO:K08963	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	EC:5.3.1.23	Yes
2706068186	292	77.89	1	291	1	294	0.0e+00	554	KO:K07053	uncharacterized protein		Yes
2706068187	504	58.7	1	503	1	519	0.0e+00	718	KO:K17759	NAD(P)H-hydrate epimerase [EC:5.1.99.6]	EC:5.1.99.6	Yes
2706068191	275	61.72	1	272	1	288	1.2e-121	397	KO:K04518	prephenate dehydratase [EC:4.2.1.51]	EC:4.2.1.51	Yes
2706068192	442	69.35	1	439	1	447	0.0e+00	759	KO:K01840	phosphomannomutase [EC:5.4.2.8]	EC:5.4.2.8	Yes
2706068193	385	76.88	1	371	1	372	0.0e+00	650	KO:K02013	iron complex transport system ATP-binding protein [EC:3.6.3.34]	EC:3.6.3.34	Yes
2706068195	290	59.52	1	289	1	288	0.0e+00	438	KO:K15740	tetrahydromethanopterin:alpha-L-glutamate ligase [EC:6.3.2.33]	EC:6.3.2.33	Yes
2706068196	415	86.27	1	415	11	425	0.0e+00	848	KO:K01251	adenosylhomocysteinase [EC:3.3.1.1]	EC:3.3.1.1	Yes
2706068199	424	86.08	1	424	1	424	0.0e+00	872	KO:K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.33	Yes
2706068199	424	86.08	1	424	1	424	0.0e+00	872	KO:K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.35	Yes
2706068200	297	66.89	1	296	1	296	0.0e+00	487	KO:K03639	cyclic pyranopterin phosphate synthase [EC:4.1.99.18]	EC:4.1.99.18	Yes
2706068201	213	70.19	4	211	5	212	1.4e-101	333	KO:K05595	multiple antibiotic resistance protein		Yes
2706068202	240	68.49	1	238	1	238	1.8e-122	395	KO:K01814	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	EC:5.3.1.16	Yes
2706068203	310	64.16	8	300	6	298	0.0e+00	464	KO:K00852	ribokinase [EC:2.7.1.15]	EC:2.7.1.15	Yes
2706068204	133	69.47	1	131	1	131	1.0e-66	226	KO:K09128	uncharacterized protein		Yes
2706068205	385	63.64	1	385	1	396	0.0e+00	595	KO:K07468	putative ATP-dependent DNA ligase [EC:6.5.1.1]	EC:6.5.1.1	Yes
2706068206	624	76.58	3	604	2	602	0.0e+00	1080	KO:K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	EC:6.3.5.5	Yes
2706068207	479	82.46	1	479	1	479	0.0e+00	907	KO:K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	EC:6.3.5.5	Yes
2706068208	364	74.31	1	362	1	361	0.0e+00	640	KO:K01903	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	EC:6.2.1.5	Yes
2706068210	230	60.35	1	227	1	224	1.3e-103	340	KO:K07038	inner membrane protein		Yes
2706068211	395	76.14	1	394	1	392	0.0e+00	720	KO:K06942	ribosome-binding ATPase		Yes
2706068212	342	67.16	4	341	7	343	0.0e+00	550	KO:K07991	archaeal preflagellin peptidase FlaK [EC:3.4.23.52]	EC:3.4.23.52	Yes
2706068214	346	71.43	3	345	1	342	0.0e+00	589	KO:K05884	L-2-hydroxycarboxylate dehydrogenase (NAD+) [EC:1.1.1.337]	EC:1.1.1.337	Yes
2706068215	173	78.03	1	172	1	173	7.3e-101	327	KO:K01170	tRNA-intron endonuclease, archaea type [EC:3.1.27.9]	EC:3.1.27.9	Yes
2706068217	192	80.73	1	192	1	192	9.9e-114	366	KO:K00939	adenylate kinase [EC:2.7.4.3]	EC:2.7.4.3	Yes
2706068218	156	65.38	1	156	1	156	1.5e-77	259	KO:K01520	dUTP pyrophosphatase [EC:3.6.1.23]	EC:3.6.1.23	Yes
2706068219	415	83.61	1	415	1	415	0.0e+00	823	KO:K10206	LL-diaminopimelate aminotransferase [EC:2.6.1.83]	EC:2.6.1.83	Yes
2706068220	277	71.01	1	275	1	276	0.0e+00	479	KO:K02588	nitrogenase iron protein NifH [EC:1.18.6.1]	EC:1.18.6.1	Yes
2706068222	162	72.9	8	162	10	164	4.0e-82	273	KO:K06883	uncharacterized protein		Yes
2706068226	456	70.56	2	456	15	475	0.0e+00	749	KO:K03568	TldD protein		Yes
2706068227	426	70.94	13	425	11	423	0.0e+00	705	KO:K12960	5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]	EC:3.5.4.28	Yes
2706068227	426	70.94	13	425	11	423	0.0e+00	705	KO:K12960	5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]	EC:3.5.4.31	Yes
2706068228	358	72.42	1	357	27	385	0.0e+00	643	KO:K04654	hydrogenase expression/formation protein HypD		Yes
2706068229	584	69.65	1	583	1	591	0.0e+00	946	KO:K15904	bifunctional N6-L-threonylcarbamoyladenine synthase / protein kinase Bud32 [EC:2.3.1.234 2.7.11.1]	EC:2.3.1.234	Yes
2706068229	584	69.65	1	583	1	591	0.0e+00	946	KO:K15904	bifunctional N6-L-threonylcarbamoyladenine synthase / protein kinase Bud32 [EC:2.3.1.234 2.7.11.1]	EC:2.7.11.1	Yes
2706068230	459	66.3	1	456	1	460	0.0e+00	706	KO:K06885	uncharacterized protein		Yes
2706068236	262	77.86	1	262	1	260	0.0e+00	462	KO:K03609	septum site-determining protein MinD		Yes
2706068237	438	70.57	1	435	1	435	0.0e+00	745	KO:K03341	O-phospho-L-seryl-tRNASec:L-selenocysteinyl-tRNA synthase [EC:2.9.1.2]	EC:2.9.1.2	Yes
2706068238	278	57.66	3	276	5	278	5.5e-125	406	KO:K17105	geranylgeranylglycerol-phosphate geranylgeranyltransferase [EC:2.5.1.42]	EC:2.5.1.42	Yes
2706068240	890	83.3	1	885	1	886	0.0e+00	1780	KO:K03041	DNA-directed RNA polymerase subunit A' [EC:2.7.7.6]	EC:2.7.7.6	Yes
2706068241	611	86.07	1	610	1	610	0.0e+00	1260	KO:K03044	DNA-directed RNA polymerase subunit B' [EC:2.7.7.6]	EC:2.7.7.6	Yes
2706068242	510	80.16	1	504	1	501	0.0e+00	947	KO:K03045	DNA-directed RNA polymerase subunit B" [EC:2.7.7.6]	EC:2.7.7.6	Yes
2706068243	78	73.08	1	78	7	84	4.4e-37	137	KO:K03053	DNA-directed RNA polymerase subunit H [EC:2.7.7.6]	EC:2.7.7.6	Yes
2706068245	90	81.11	1	90	1	90	2.9e-44	158	KO:K07166	ACT domain-containing protein		Yes
2706068246	288	79.18	5	288	7	299	0.0e+00	551	KO:K02585	nitrogen fixation protein NifB		Yes
2706068247	430	80.52	5	430	1	426	0.0e+00	804	KO:K01689	enolase [EC:4.2.1.11]	EC:4.2.1.11	Yes
2706068248	131	70.4	1	125	1	125	7.5e-62	212	KO:K03709	DtxR family transcriptional regulator, Mn-dependent transcriptional regulator		Yes
2706068250	278	83.52	11	277	7	273	0.0e+00	544	KO:K00615	transketolase [EC:2.2.1.1]	EC:2.2.1.1	Yes
2706068251	220	71.1	1	217	18	235	1.2e-113	368	KO:K01783	ribulose-phosphate 3-epimerase [EC:5.1.3.1]	EC:5.1.3.1	Yes
2706068252	317	73.65	1	315	1	314	0.0e+00	545	KO:K00615	transketolase [EC:2.2.1.1]	EC:2.2.1.1	Yes
2706068256	278	70	1	270	1	269	0.0e+00	441	KO:K02039	phosphate transport system protein		Yes
2706068257	266	78.74	1	254	1	254	0.0e+00	471	KO:K02049	NitT/TauT family transport system ATP-binding protein		Yes
2706068258	252	78.8	3	252	4	253	0.0e+00	463	KO:K02050	NitT/TauT family transport system permease protein		Yes
2706068259	350	73.9	1	340	1	338	0.0e+00	592	KO:K06943	nucleolar GTP-binding protein		Yes
2706068260	355	52.14	1	354	1	394	3.6e-126	417	KO:K07446	tRNA (guanine10-N2)-dimethyltransferase [EC:2.1.1.213]	EC:2.1.1.213	Yes
2706068261	202	75.5	1	200	1	200	5.9e-113	364	KO:K09141	uncharacterized protein		Yes
2706068264	251	70.52	1	251	1	251	0.0e+00	424	KO:K05934	precorrin-3B C17-methyltransferase [EC:2.1.1.131]	EC:2.1.1.131	Yes
2706068266	198	68.69	1	197	1	198	8.6e-102	332	KO:K00564	16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]	EC:2.1.1.172	Yes
2706068268	67	60.29	1	67	1	68	8.3e-26	103	KO:K04758	ferrous iron transport protein A		Yes
2706068272	340	74.47	1	333	1	333	0.0e+00	606	KO:K10978	methanogen homoisocitrate dehydrogenase [EC:1.1.1.87 1.1.1.-]	EC:1.1.1.-	Yes
2706068272	340	74.47	1	333	1	333	0.0e+00	606	KO:K10978	methanogen homoisocitrate dehydrogenase [EC:1.1.1.87 1.1.1.-]	EC:1.1.1.87	Yes
2706068277	312	78.57	1	307	3	310	0.0e+00	549	KO:K05715	2-phosphoglycerate kinase [EC:2.7.2.-]	EC:2.7.2.-	Yes
2706068279	206	73.79	1	206	1	206	1.4e-108	352	KO:K00788	thiamine-phosphate pyrophosphorylase [EC:2.5.1.3]	EC:2.5.1.3	Yes
2706068280	286	78.7	7	283	3	279	0.0e+00	518	KO:K02006	cobalt/nickel transport system ATP-binding protein		Yes
2706068281	259	73.33	1	253	1	255	0.0e+00	441	KO:K07321	CO dehydrogenase maturation factor		Yes
2706068282	221	62.56	8	207	3	205	2.0e-86	291	KO:K17103	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	EC:2.7.8.8	Yes
2706068283	283	65.6	1	282	1	282	0.0e+00	451	KO:K00767	nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	EC:2.4.2.19	Yes
2706068285	616	75.38	1	597	1	589	0.0e+00	1060	KO:K01652	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	EC:2.2.1.6	Yes
2706068286	176	81.82	12	176	4	168	1.8e-92	303	KO:K01653	acetolactate synthase I/III small subunit [EC:2.2.1.6]	EC:2.2.1.6	Yes
2706068287	511	76.64	1	511	1	518	0.0e+00	961	KO:K01875	seryl-tRNA synthetase [EC:6.1.1.11]	EC:6.1.1.11	Yes
2706068288	171	69.59	1	171	1	171	6.1e-87	287	KO:K09140	pre-rRNA-processing protein TSR3		Yes
2706068289	47	89.36	1	47	1	47	8.4e-29	110	KO:K02927	large subunit ribosomal protein L40e		Yes
2706068290	288	76.7	3	281	5	283	0.0e+00	512	KO:K00963	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	EC:2.7.7.9	Yes
2706068291	141	87.5	4	139	2	137	8.9e-85	278	KO:K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	EC:2.5.1.78	Yes
2706068292	97	73.96	2	97	3	98	4.0e-49	173	KO:K01523	phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]	EC:3.6.1.31	Yes
2706068293	360	68	12	359	48	396	0.0e+00	567	KO:K10773	endonuclease III [EC:4.2.99.18]	EC:4.2.99.18	Yes
2706068294	285	70.21	3	284	15	296	0.0e+00	486	KO:K01677	fumarate hydratase subunit alpha [EC:4.2.1.2]	EC:4.2.1.2	Yes
2706068297	165	62.05	1	165	1	166	5.6e-72	244	KO:K01737	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	EC:4.1.2.50	Yes
2706068297	165	62.05	1	165	1	166	5.6e-72	244	KO:K01737	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	EC:4.2.3.12	Yes
2706068299	296	54.17	1	281	1	286	7.8e-107	356	KO:K06914	uncharacterized protein		Yes
2706068300	635	82.99	1	635	1	635	0.0e+00	1290	KO:K07041	uncharacterized protein		Yes
2706068301	218	75.93	2	217	1	216	4.9e-127	406	KO:K03433	proteasome beta subunit [EC:3.4.25.1]	EC:3.4.25.1	Yes
2706068302	99	63.83	5	98	6	99	2.3e-42	154	KO:K03056	DNA-directed RNA polymerase subunit L [EC:2.7.7.6]	EC:2.7.7.6	Yes
2706068303	217	55.29	1	206	7	211	1.0e-84	285	KO:K09742	uncharacterized protein		Yes
2706068306	265	73	3	265	1	263	0.0e+00	469	KO:K15888	tritrans,polycis-undecaprenyl-diphosphate synthase [geranylgeranyl-diphosphate specific] [EC:2.5.1.89]	EC:2.5.1.89	Yes
2706068308	84	81.93	1	83	1	83	3.0e-43	155	KO:K14113	energy-converting hydrogenase B subunit D		Yes
2706068309	94	69.88	5	87	7	89	7.7e-41	149	KO:K14112	energy-converting hydrogenase B subunit C		Yes
2706068312	886	77.59	1	884	1	884	0.0e+00	1710	KO:K01873	valyl-tRNA synthetase [EC:6.1.1.9]	EC:6.1.1.9	Yes
2706068313	208	48.98	58	203	1	146	6.4e-43	165	KO:K07013	uncharacterized protein		Yes
2706068314	230	57.53	1	213	28	245	3.6e-84	286	KO:K07176	putative serine/threonine protein kinase		Yes
2706068315	447	60.31	1	435	1	451	0.0e+00	659	KO:K07463	archaea-specific RecJ-like exonuclease		Yes
2706068316	173	63.16	1	171	1	171	5.9e-81	270	KO:K01975	2'-5' RNA ligase [EC:6.5.1.-]	EC:6.5.1.-	Yes
2706068317	52	62.75	1	51	1	50	2.5e-17	77.9	KO:K09791	uncharacterized protein		Yes
2706068318	447	81.84	1	446	1	446	0.0e+00	852	KO:K01756	adenylosuccinate lyase [EC:4.3.2.2]	EC:4.3.2.2	Yes
2706068319	406	76.11	1	406	1	406	0.0e+00	769	KO:K15635	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	EC:5.4.2.12	Yes
2706068322	173	77.33	1	172	1	172	4.0e-101	328	KO:K02866	large subunit ribosomal protein L10e		Yes
2706068332	146	80	1	145	1	145	2.4e-83	274	KO:K02601	transcriptional antiterminator NusG		Yes
2706068333	77	67.65	8	75	2	69	7.3e-29	113	KO:K07342	protein transport protein SEC61 subunit gamma and related proteins		Yes
2706068334	365	78.67	1	361	1	360	0.0e+00	650	KO:K03531	cell division protein FtsZ		Yes
2706068336	339	78.76	1	339	1	339	0.0e+00	639	KO:K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	EC:1.2.1.11	Yes
2706068337	59	81.36	1	59	1	59	1.3e-33	125	KO:K02977	small subunit ribosomal protein S27Ae		Yes
2706068338	101	65.96	1	94	1	94	6.5e-43	156	KO:K02974	small subunit ribosomal protein S24e		Yes
2706068339	158	67.72	1	158	1	158	1.4e-75	254	KO:K09735	uncharacterized protein		Yes
2706068340	58	72.41	1	58	1	58	4.6e-30	115	KO:K03050	DNA-directed RNA polymerase subunit E" [EC:2.7.7.6]	EC:2.7.7.6	Yes
2706068341	190	83.15	1	184	1	184	2.6e-115	370	KO:K03049	DNA-directed RNA polymerase subunit E' [EC:2.7.7.6]	EC:2.7.7.6	Yes
2706068344	167	84.66	1	163	1	163	3.0e-101	327	KO:K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.33	Yes
2706068344	167	84.66	1	163	1	163	3.0e-101	327	KO:K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.35	Yes
2706068345	361	85.63	1	355	48	402	0.0e+00	708	KO:K01733	threonine synthase [EC:4.2.3.1]	EC:4.2.3.1	Yes
2706068346	250	69.72	1	250	2	252	0.0e+00	424	KO:K07051	uncharacterized protein		Yes
2706068347	118	55.65	3	116	2	116	4.3e-43	158	KO:K03635	molybdopterin synthase catalytic subunit [EC:2.8.1.12]	EC:2.8.1.12	Yes
2706068349	115	88.6	1	114	1	114	1.4e-67	226	KO:K07131	uncharacterized protein		Yes
2706068350	267	65.25	10	266	8	266	1.1e-128	416	KO:K02233	adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	EC:2.7.8.26	Yes
2706068351	229	78.83	3	224	2	223	0.0e+00	418	KO:K07025	putative hydrolase of the HAD superfamily		Yes
2706068352	95	77.42	1	93	1	93	1.2e-52	182	KO:K14125	energy-converting hydrogenase B subunit P		Yes
2706068353	436	80.23	3	436	2	436	0.0e+00	820	KO:K01586	diaminopimelate decarboxylase [EC:4.1.1.20]	EC:4.1.1.20	Yes
2706068354	244	61.57	1	237	1	242	7.5e-107	351	KO:K07142	uncharacterized protein		Yes
2706068355	389	48.33	6	384	1	420	1.5e-130	432	KO:K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	EC:2.7.1.49	Yes
2706068355	389	48.33	6	384	1	420	1.5e-130	432	KO:K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	EC:2.7.4.7	Yes
2706068356	258	58.46	1	258	1	260	1.6e-104	346	KO:K17686	Cu+-exporting ATPase [EC:3.6.3.54]	EC:3.6.3.54	Yes
2706068357	209	60	1	205	1	205	5.0e-93	308	KO:K01817	phosphoribosylanthranilate isomerase [EC:5.3.1.24]	EC:5.3.1.24	Yes
2706068358	128	54.03	4	127	5	128	1.0e-49	178	KO:K07732	riboflavin kinase, archaea type [EC:2.7.1.161]	EC:2.7.1.161	Yes
2706068359	323	79.88	1	323	1	323	0.0e+00	613	KO:K00320	5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]	EC:1.5.98.2	Yes
2706068360	359	76.88	1	359	1	359	0.0e+00	666	KO:K11781	FO synthase subunit 2 [EC:2.5.1.77]	EC:2.5.1.77	Yes
2706068361	339	83.09	2	337	3	339	0.0e+00	663	KO:K00150	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59]	EC:1.2.1.59	Yes
2706068362	298	85.28	1	298	1	299	0.0e+00	582	KO:K06215	pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]	EC:4.3.3.6	Yes
2706068364	298	69.15	2	296	5	299	0.0e+00	510	KO:K01778	diaminopimelate epimerase [EC:5.1.1.7]	EC:5.1.1.7	Yes
2706068365	450	81.51	1	449	7	455	0.0e+00	850	KO:K03106	signal recognition particle subunit SRP54		Yes
2706068366	185	71.2	1	184	1	184	7.5e-96	314	KO:K03186	4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]	EC:4.1.1.98	Yes
