gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2706066718	416	80.74	1	405	1	404	0.0e+00	777	KO:K04042	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	EC:2.3.1.157	Yes
2706066718	416	80.74	1	405	1	404	0.0e+00	777	KO:K04042	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	EC:2.7.7.23	Yes
2706066720	771	79.25	1	771	1	768	0.0e+00	1460	KO:K00527	ribonucleoside-triphosphate reductase [EC:1.17.4.2]	EC:1.17.4.2	Yes
2706066721	304	82.83	9	304	3	299	0.0e+00	598	KO:K02585	nitrogen fixation protein NifB		Yes
2706066722	90	75.56	1	90	1	90	1.0e-44	160	KO:K07166	ACT domain-containing protein		Yes
2706066724	199	74.88	1	195	1	211	3.1e-115	371	KO:K01658	anthranilate synthase component II [EC:4.1.3.27]	EC:4.1.3.27	Yes
2706066725	448	76.23	1	446	1	444	0.0e+00	798	KO:K01657	anthranilate synthase component I [EC:4.1.3.27]	EC:4.1.3.27	Yes
2706066728	268	77.99	7	265	1	259	0.0e+00	481	KO:K07321	CO dehydrogenase maturation factor		Yes
2706066729	405	68.2	1	402	1	403	0.0e+00	636	KO:K07129	uncharacterized protein		Yes
2706066730	414	66.91	1	410	1	408	0.0e+00	627	KO:K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 6.3.2.5]	EC:4.1.1.36	Yes
2706066730	414	66.91	1	410	1	408	0.0e+00	627	KO:K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 6.3.2.5]	EC:6.3.2.5	Yes
2706066737	165	70.91	1	165	18	182	3.0e-83	276	KO:K07494	putative transposase		Yes
2706066739	154	90.26	1	154	1	153	2.9e-99	320	KO:K02890	large subunit ribosomal protein L22		Yes
2706066740	210	83.9	1	205	1	205	2.4e-129	412	KO:K02982	small subunit ribosomal protein S3		Yes
2706066741	73	86.15	1	65	1	65	4.6e-33	125	KO:K02904	large subunit ribosomal protein L29		Yes
2706066743	96	78.12	1	96	17	112	3.7e-49	173	KO:K03538	ribonuclease P protein subunit POP4 [EC:3.1.26.5]	EC:3.1.26.5	Yes
2706066744	110	83.49	1	109	14	122	7.0e-66	221	KO:K02961	small subunit ribosomal protein S17		Yes
2706066745	126	89.39	1	126	1	132	3.0e-79	261	KO:K02874	large subunit ribosomal protein L14		Yes
2706066746	121	81.2	2	118	1	117	5.5e-70	234	KO:K02895	large subunit ribosomal protein L24		Yes
2706066747	247	81.63	1	245	1	245	0.0e+00	487	KO:K02987	small subunit ribosomal protein S4e		Yes
2706066748	182	87.36	1	182	1	182	9.1e-120	382	KO:K02931	large subunit ribosomal protein L5		Yes
2706066749	53	90.57	1	53	1	53	7.2e-34	125	KO:K02954	small subunit ribosomal protein S14		Yes
2706066750	130	93.08	1	130	1	130	3.4e-88	286	KO:K02994	small subunit ribosomal protein S8		Yes
2706066751	182	87.91	1	182	1	182	8.5e-115	367	KO:K02933	large subunit ribosomal protein L6		Yes
2706066752	164	74.68	1	158	1	153	5.5e-81	269	KO:K02912	large subunit ribosomal protein L32e		Yes
2706066753	153	80.54	1	149	1	149	1.5e-88	290	KO:K02885	large subunit ribosomal protein L19e		Yes
2706066754	194	80.41	1	194	1	194	9.7e-117	374	KO:K02881	large subunit ribosomal protein L18		Yes
2706066755	222	89.59	1	221	1	220	0.0e+00	465	KO:K02988	small subunit ribosomal protein S5		Yes
2706066756	301	90.37	1	301	1	301	0.0e+00	635	KO:K00672	formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101]	EC:2.3.1.101	Yes
2706066760	314	78.66	1	314	1	313	0.0e+00	569	KO:K00024	malate dehydrogenase [EC:1.1.1.37]	EC:1.1.1.37	Yes
2706066761	384	72.94	7	382	3	372	0.0e+00	650	KO:K02016	iron complex transport system substrate-binding protein		Yes
2706066762	388	72.03	9	386	1	372	0.0e+00	648	KO:K02016	iron complex transport system substrate-binding protein		Yes
2706066764	341	68.8	4	340	6	348	0.0e+00	541	KO:K02015	iron complex transport system permease protein		Yes
2706066765	253	73.39	6	253	3	250	0.0e+00	435	KO:K02013	iron complex transport system ATP-binding protein [EC:3.6.3.34]	EC:3.6.3.34	Yes
2706066769	204	69.9	1	204	1	206	7.6e-100	327	KO:K09139	uncharacterized protein		Yes
2706066778	187	77.72	4	187	1	183	1.8e-102	333	KO:K00759	adenine phosphoribosyltransferase [EC:2.4.2.7]	EC:2.4.2.7	Yes
2706066780	346	71.76	7	346	1	340	0.0e+00	593	KO:K09726	uncharacterized protein		Yes
2706066781	180	81.11	1	180	68	247	3.0e-105	340	KO:K09740	uncharacterized protein		Yes
2706066782	157	85.35	3	157	5	161	2.1e-95	310	KO:K02965	small subunit ribosomal protein S19		Yes
2706066783	241	92.92	1	240	1	240	0.0e+00	534	KO:K02886	large subunit ribosomal protein L2		Yes
2706066784	418	65.95	3	418	4	420	0.0e+00	657	KO:K03592	PmbA protein		Yes
2706066786	277	76	1	275	1	275	0.0e+00	494	KO:K00014	shikimate dehydrogenase [EC:1.1.1.25]	EC:1.1.1.25	Yes
2706066787	381	82.54	2	379	3	380	0.0e+00	753	KO:K06868	Sep-tRNA:Cys-tRNA synthetase [EC:2.5.1.73]	EC:2.5.1.73	Yes
2706066788	236	80.77	1	233	1	234	0.0e+00	430	KO:K02984	small subunit ribosomal protein S3Ae		Yes
2706066790	219	91.78	1	219	1	219	0.0e+00	464	KO:K02967	small subunit ribosomal protein S2		Yes
2706066791	172	75.9	1	166	1	166	1.9e-90	297	KO:K09725	uncharacterized protein		Yes
2706066792	104	64.71	1	102	1	102	1.6e-37	141	KO:K02107	V/A-type H+-transporting ATPase subunit G/H		Yes
2706066793	684	70.16	1	680	6	690	0.0e+00	1120	KO:K02123	V/A-type H+-transporting ATPase subunit I		Yes
2706066794	222	95.95	1	222	2	223	0.0e+00	463	KO:K02124	V/A-type H+-transporting ATPase subunit K		Yes
2706066795	203	61.08	1	203	1	203	3.0e-82	277	KO:K02121	V/A-type H+-transporting ATPase subunit E		Yes
2706066796	383	75.28	1	359	1	360	0.0e+00	630	KO:K02119	V/A-type H+-transporting ATPase subunit C		Yes
2706066797	99	79.8	1	99	1	99	6.3e-51	178	KO:K02122	V/A-type H+-transporting ATPase subunit F		Yes
2706066798	588	90.27	1	586	1	586	0.0e+00	1240	KO:K02117	V/A-type H+-transporting ATPase subunit A [EC:3.6.3.14]	EC:3.6.3.14	Yes
2706066799	462	94.59	1	462	1	462	0.0e+00	999	KO:K02118	V/A-type H+-transporting ATPase subunit B		Yes
2706066800	212	84.36	1	211	1	211	3.7e-123	394	KO:K02120	V/A-type H+-transporting ATPase subunit D		Yes
2706066803	303	69.71	1	301	1	305	0.0e+00	487	KO:K00872	homoserine kinase [EC:2.7.1.39]	EC:2.7.1.39	Yes
2706066804	252	82.8	1	250	1	250	0.0e+00	484	KO:K07321	CO dehydrogenase maturation factor		Yes
2706066806	299	93.65	1	299	1	299	0.0e+00	635	KO:K06215	pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]	EC:4.3.3.6	Yes
2706066815	368	79.08	20	368	12	360	0.0e+00	683	KO:K02683	DNA primase small subunit [EC:2.7.7.-]	EC:2.7.7.-	Yes
2706066816	99	80.81	1	99	1	99	2.9e-53	185	KO:K09732	uncharacterized protein		Yes
2706066817	253	80.31	1	253	4	257	0.0e+00	480	KO:K02050	NitT/TauT family transport system permease protein		Yes
2706066818	273	85.04	13	266	1	254	0.0e+00	500	KO:K02049	NitT/TauT family transport system ATP-binding protein		Yes
2706066819	282	71.17	1	281	1	280	0.0e+00	466	KO:K02039	phosphate transport system protein		Yes
2706066820	135	74.81	1	135	1	135	3.0e-74	247	KO:K07722	CopG family transcriptional regulator, nickel-responsive regulator		Yes
2706066824	418	75.18	1	415	1	414	0.0e+00	723	KO:K00927	phosphoglycerate kinase [EC:2.7.2.3]	EC:2.7.2.3	Yes
2706066825	416	74.82	1	416	1	416	0.0e+00	743	KO:K06932	tRNA(Ile2)-agmatinylcytidine synthase [EC:6.3.4.22]	EC:6.3.4.22	Yes
2706066826	211	57.28	6	211	2	188	7.5e-70	243	KO:K06024	segregation and condensation protein B		Yes
2706066827	346	82.65	1	340	1	340	0.0e+00	660	KO:K01012	biotin synthase [EC:2.8.1.6]	EC:2.8.1.6	Yes
2706066828	344	81.63	1	343	1	343	0.0e+00	654	KO:K13942	5,10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2]	EC:1.12.98.2	Yes
2706066830	226	67.71	1	222	1	223	6.6e-104	341	KO:K14941	2-phospho-L-lactate guanylyltransferase [EC:2.7.7.68]	EC:2.7.7.68	Yes
2706066831	456	76.32	1	455	1	456	0.0e+00	841	KO:K02224	cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	EC:6.3.5.11	Yes
2706066831	456	76.32	1	455	1	456	0.0e+00	841	KO:K02224	cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]	EC:6.3.5.9	Yes
2706066832	296	82.65	3	296	12	305	0.0e+00	583	KO:K00930	acetylglutamate kinase [EC:2.7.2.8]	EC:2.7.2.8	Yes
2706066835	376	76.28	1	371	1	370	0.0e+00	668	KO:K00555	tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]	EC:2.1.1.215	Yes
2706066835	376	76.28	1	371	1	370	0.0e+00	668	KO:K00555	tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]	EC:2.1.1.216	Yes
2706066837	217	79.91	1	217	1	219	3.8e-123	395	KO:K06862	energy-converting hydrogenase B subunit Q		Yes
2706066838	408	44.73	1	407	1	410	3.6e-106	364	KO:K09718	uncharacterized protein		Yes
2706066841	156	92.31	1	156	1	156	2.4e-103	332	KO:K00793	riboflavin synthase [EC:2.5.1.9]	EC:2.5.1.9	Yes
2706066842	226	79.11	2	226	3	227	0.0e+00	434	KO:K02858	3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]	EC:4.1.99.12	Yes
2706066843	363	77.5	1	360	1	359	0.0e+00	657	KO:K01903	succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	EC:6.2.1.5	Yes
2706066844	479	84.34	1	479	1	479	0.0e+00	934	KO:K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	EC:6.3.5.5	Yes
2706066845	99	75.82	9	99	4	94	8.2e-41	149	KO:K07075	uncharacterized protein		Yes
2706066847	611	82.48	3	607	1	603	0.0e+00	1140	KO:K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	EC:6.3.5.5	Yes
2706066848	363	66.48	1	358	1	358	0.0e+00	596	KO:K06936	uncharacterized protein		Yes
2706066850	59	80.36	1	56	1	56	3.0e-24	98.2	KO:K03055	DNA-directed RNA polymerase subunit K [EC:2.7.7.6]	EC:2.7.7.6	Yes
2706066851	69	88.41	1	69	1	69	4.6e-43	152	KO:K03058	DNA-directed RNA polymerase subunit N [EC:2.7.7.6]	EC:2.7.7.6	Yes
2706066852	134	85.82	1	134	1	134	7.3e-83	272	KO:K02996	small subunit ribosomal protein S9		Yes
2706066853	137	81.02	1	137	1	137	9.5e-81	266	KO:K02871	large subunit ribosomal protein L13		Yes
2706066854	120	75.22	7	119	3	115	5.3e-59	203	KO:K02883	large subunit ribosomal protein L18e		Yes
2706066855	191	78.01	1	191	1	191	7.2e-108	349	KO:K03047	DNA-directed RNA polymerase subunit D [EC:2.7.7.6]	EC:2.7.7.6	Yes
2706066856	124	96.72	1	122	1	122	2.8e-83	272	KO:K02948	small subunit ribosomal protein S11		Yes
2706066857	178	77.4	1	177	1	177	3.0e-101	329	KO:K02986	small subunit ribosomal protein S4		Yes
2706066858	153	82.31	6	152	22	168	3.4e-90	295	KO:K02952	small subunit ribosomal protein S13		Yes
2706066862	302	82.45	1	301	1	302	0.0e+00	569	KO:K00609	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	EC:2.1.3.2	Yes
2706066863	263	69.47	1	262	1	259	2.6e-129	417	KO:K02427	23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]	EC:2.1.1.166	Yes
2706066864	208	69.79	11	202	20	211	1.0e-97	322	KO:K07566	L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]	EC:2.7.7.87	Yes
2706066865	213	73.24	1	213	41	253	6.6e-120	385	KO:K00772	5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	EC:2.4.2.28	Yes
2706066866	143	67.91	1	134	1	134	1.5e-66	227	KO:K09714	uncharacterized protein		Yes
2706066867	173	88.95	1	172	1	172	2.0e-114	365	KO:K02866	large subunit ribosomal protein L10e		Yes
2706066870	236	80.43	1	235	1	235	0.0e+00	457	KO:K09733	uncharacterized protein		Yes
2706066873	327	79.55	19	326	8	315	0.0e+00	592	KO:K01866	tyrosyl-tRNA synthetase [EC:6.1.1.1]	EC:6.1.1.1	Yes
2706066875	154	67.74	1	154	1	154	1.4e-73	247	KO:K00204	4Fe-4S ferredoxin		Yes
2706066876	355	71.19	1	354	1	354	0.0e+00	647	KO:K00205	4Fe-4S ferredoxin		Yes
2706066877	81	76.25	2	81	1	80	1.2e-46	164	KO:K11260	4Fe-4S ferredoxin		Yes
2706066878	127	75	1	124	1	124	5.2e-66	223	KO:K00203	formylmethanofuran dehydrogenase subunit D [EC:1.2.99.5]	EC:1.2.99.5	Yes
2706066879	567	74.73	1	566	1	566	0.0e+00	1070	KO:K00200	formylmethanofuran dehydrogenase subunit A [EC:1.2.99.5]	EC:1.2.99.5	Yes
2706066880	272	69.26	2	270	3	272	0.0e+00	449	KO:K00202	formylmethanofuran dehydrogenase subunit C [EC:1.2.99.5]	EC:1.2.99.5	Yes
2706066882	339	63.43	1	339	1	342	0.0e+00	467	KO:K07728	putative transcriptional regulator		Yes
2706066883	214	62.15	1	213	1	214	3.6e-97	321	KO:K03752	molybdopterin-guanine dinucleotide biosynthesis protein A [EC:2.7.7.77]	EC:2.7.7.77	Yes
2706066884	237	64.26	1	235	1	233	1.5e-109	358	KO:K03775	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	EC:5.2.1.8	Yes
2706066885	298	73.31	1	296	1	296	0.0e+00	524	KO:K03639	cyclic pyranopterin phosphate synthase [EC:4.1.99.18]	EC:4.1.99.18	Yes
2706066886	424	89.15	1	424	1	424	0.0e+00	882	KO:K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.33	Yes
2706066886	424	89.15	1	424	1	424	0.0e+00	882	KO:K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.35	Yes
2706066887	308	85.62	1	306	1	306	0.0e+00	622	KO:K16305	fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]	EC:2.2.1.11	Yes
2706066887	308	85.62	1	306	1	306	0.0e+00	622	KO:K16305	fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]	EC:4.1.2.13	Yes
2706066889	218	65.9	1	217	1	217	1.1e-105	345	KO:K03785	3-dehydroquinate dehydratase I [EC:4.2.1.10]	EC:4.2.1.10	Yes
2706066890	211	67.5	1	159	1	160	5.3e-72	249	KO:K07498	putative transposase		Yes
2706066891	298	71.28	3	298	12	305	0.0e+00	504	KO:K07178	RIO kinase 1 [EC:2.7.11.1]	EC:2.7.11.1	Yes
2706066892	121	89.32	19	121	1	103	5.4e-67	225	KO:K03236	translation initiation factor 1A		Yes
2706066893	212	61.67	2	180	19	198	4.0e-86	289	KO:K13280	signal peptidase, endoplasmic reticulum-type [EC:3.4.-.-]	EC:3.4.-	Yes
2706066898	445	76.24	1	442	1	441	0.0e+00	817	KO:K04517	prephenate dehydrogenase [EC:1.3.1.12]	EC:1.3.1.12	Yes
2706066899	502	77.85	5	487	2	484	0.0e+00	883	KO:K06915	uncharacterized protein		Yes
2706066901	997	50.75	1	992	1	995	0.0e+00	1130	KO:K03546	exonuclease SbcC		Yes
2706066902	134	71.76	1	131	1	130	2.6e-67	228	KO:K07158	uncharacterized protein		Yes
2706066903	356	78.03	1	355	1	351	0.0e+00	643	KO:K01179	endoglucanase [EC:3.2.1.4]	EC:3.2.1.4	Yes
2706066905	342	70.92	5	341	8	343	0.0e+00	568	KO:K07991	archaeal preflagellin peptidase FlaK [EC:3.4.23.52]	EC:3.4.23.52	Yes
2706066906	395	81.47	1	394	1	392	0.0e+00	760	KO:K06942	ribosome-binding ATPase		Yes
2706066907	340	72.75	1	334	1	334	0.0e+00	573	KO:K10716	voltage-gated potassium channel		Yes
2706066908	353	78.75	1	353	1	348	0.0e+00	656	KO:K06965	protein pelota		Yes
2706066909	342	79.82	7	338	1	332	0.0e+00	632	KO:K10978	methanogen homoisocitrate dehydrogenase [EC:1.1.1.87 1.1.1.-]	EC:1.1.1.-	Yes
2706066909	342	79.82	7	338	1	332	0.0e+00	632	KO:K10978	methanogen homoisocitrate dehydrogenase [EC:1.1.1.87 1.1.1.-]	EC:1.1.1.87	Yes
2706066913	266	67.8	4	266	1	263	2.3e-130	420	KO:K06173	tRNA pseudouridine38-40 synthase [EC:5.4.99.12]	EC:5.4.99.12	Yes
2706066917	610	79.63	1	594	1	592	0.0e+00	1120	KO:K01652	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	EC:2.2.1.6	Yes
2706066918	182	85.03	16	182	3	169	3.7e-98	320	KO:K01653	acetolactate synthase I/III small subunit [EC:2.2.1.6]	EC:2.2.1.6	Yes
2706066919	518	83.78	1	518	1	518	0.0e+00	1070	KO:K01875	seryl-tRNA synthetase [EC:6.1.1.11]	EC:6.1.1.11	Yes
2706066924	334	62.35	3	334	2	332	0.0e+00	493	KO:K01271	Xaa-Pro dipeptidase [EC:3.4.13.9]	EC:3.4.13.9	Yes
2706066926	279	85.02	11	277	7	273	0.0e+00	554	KO:K00615	transketolase [EC:2.2.1.1]	EC:2.2.1.1	Yes
2706066927	219	77.98	1	218	18	235	3.9e-123	395	KO:K01783	ribulose-phosphate 3-epimerase [EC:5.1.3.1]	EC:5.1.3.1	Yes
2706066928	317	77.96	2	314	4	315	0.0e+00	562	KO:K00615	transketolase [EC:2.2.1.1]	EC:2.2.1.1	Yes
2706066933	553	83.51	1	549	21	571	0.0e+00	1080	KO:K05601	hydroxylamine reductase [EC:1.7.99.1]	EC:1.7.99.1	Yes
2706066936	162	74.21	1	159	1	154	5.0e-81	269	KO:K07581	RNA-binding protein		Yes
2706066937	262	71.08	15	262	4	252	0.0e+00	431	KO:K03424	TatD DNase family protein [EC:3.1.21.-]	EC:3.1.21.-	Yes
2706066939	58	82.46	1	57	1	57	9.3e-35	128	KO:K02977	small subunit ribosomal protein S27Ae		Yes
2706066940	105	67.96	1	103	1	103	8.2e-47	167	KO:K02974	small subunit ribosomal protein S24e		Yes
2706066941	158	77.85	1	158	1	158	3.1e-85	281	KO:K09735	uncharacterized protein		Yes
2706066942	58	84.48	1	58	1	58	2.1e-32	121	KO:K03050	DNA-directed RNA polymerase subunit E" [EC:2.7.7.6]	EC:2.7.7.6	Yes
2706066943	337	64.26	2	334	91	413	0.0e+00	506	KO:K06176	tRNA pseudouridine13 synthase [EC:5.4.99.27]	EC:5.4.99.27	Yes
2706066945	378	82.5	18	377	4	363	0.0e+00	739	KO:K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	EC:1.2.7.11	Yes
2706066945	378	82.5	18	377	4	363	0.0e+00	739	KO:K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	EC:1.2.7.3	Yes
2706066947	90	76.14	1	88	1	88	3.8e-48	169	KO:K03105	signal recognition particle subunit SRP19		Yes
2706066948	316	81.33	1	316	1	314	0.0e+00	590	KO:K03284	magnesium transporter		Yes
2706066949	422	68.34	36	413	7	385	0.0e+00	611	KO:K08975	putative membrane protein		Yes
2706066951	286	68.18	1	286	1	285	0.0e+00	461	KO:K14940	gamma-F420-2:alpha-L-glutamate ligase [EC:6.3.2.32]	EC:6.3.2.32	Yes
2706066956	505	78.49	1	498	1	502	0.0e+00	932	KO:K01889	phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	EC:6.1.1.20	Yes
