gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2706070613	267	82.53	1	267	1	267	0.0e+00	516	KO:K08096	GTP cyclohydrolase IIa [EC:3.5.4.29]	EC:3.5.4.29	Yes
2706070614	369	82.38	1	369	1	369	0.0e+00	743	KO:K01622	fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]	EC:3.1.3.11	Yes
2706070614	369	82.38	1	369	1	369	0.0e+00	743	KO:K01622	fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]	EC:4.1.2.13	Yes
2706070615	403	64.34	1	401	1	401	0.0e+00	625	KO:K03750	molybdopterin molybdotransferase [EC:2.10.1.1]	EC:2.10.1.1	Yes
2706070622	296	80	2	296	11	305	0.0e+00	568	KO:K00930	acetylglutamate kinase [EC:2.7.2.8]	EC:2.7.2.8	Yes
2706070624	272	86.35	1	271	1	271	0.0e+00	553	KO:K16306	fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]	EC:2.2.1.10	Yes
2706070624	272	86.35	1	271	1	271	0.0e+00	553	KO:K16306	fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]	EC:4.1.2.13	Yes
2706070625	410	83.66	1	410	1	410	0.0e+00	811	KO:K03242	translation initiation factor 2 subunit 3		Yes
2706070626	539	73.61	2	538	1	538	0.0e+00	963	KO:K07587	O-phosphoseryl-tRNA synthetase [EC:6.1.1.27]	EC:6.1.1.27	Yes
2706070627	417	78.23	1	417	1	418	0.0e+00	784	KO:K16792	methanogen homoaconitase large subunit [EC:4.2.1.114]	EC:4.2.1.114	Yes
2706070628	357	70.69	4	351	13	360	0.0e+00	585	KO:K01042	L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]	EC:2.9.1.1	Yes
2706070631	148	78.91	2	148	19	165	1.3e-78	261	KO:K00610	aspartate carbamoyltransferase regulatory subunit		Yes
2706070633	331	84.8	2	330	1	329	0.0e+00	663	KO:K00053	ketol-acid reductoisomerase [EC:1.1.1.86]	EC:1.1.1.86	Yes
2706070634	580	74.52	1	573	1	572	0.0e+00	994	KO:K10747	DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]	EC:6.5.1.1	Yes
2706070634	580	74.52	1	573	1	572	0.0e+00	994	KO:K10747	DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]	EC:6.5.1.6	Yes
2706070634	580	74.52	1	573	1	572	0.0e+00	994	KO:K10747	DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]	EC:6.5.1.7	Yes
2706070636	118	85.59	1	118	1	118	1.1e-75	250	KO:K05919	superoxide reductase [EC:1.15.1.2]	EC:1.15.1.2	Yes
2706070638	230	84.33	14	230	6	222	0.0e+00	450	KO:K03386	peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]	EC:1.11.1.15	Yes
2706070641	194	69.74	1	194	2	196	7.0e-103	335	KO:K03390	heterodisulfide reductase subunit C [EC:1.8.98.1]	EC:1.8.98.1	Yes
2706070644	187	71.58	1	183	1	182	6.8e-95	311	KO:K08681	5'-phosphate synthase pdxT subunit [EC:4.3.3.6]	EC:4.3.3.6	Yes
2706070646	141	53.62	1	138	54	191	6.6e-52	185	KO:K09154	uncharacterized protein		Yes
2706070648	286	75.09	1	285	75	359	0.0e+00	533	KO:K07139	uncharacterized protein		Yes
2706070649	178	61.49	1	161	1	161	1.8e-72	247	KO:K02217	ferritin [EC:1.16.3.2]	EC:1.16.3.2	Yes
2706070650	753	66.37	1	752	1	797	0.0e+00	1180	KO:K10896	fanconi anemia group M protein		Yes
2706070653	145	70.55	1	145	1	146	5.2e-77	256	KO:K09730	uncharacterized protein		Yes
2706070657	303	71.05	1	303	5	308	0.0e+00	517	KO:K07744	transcriptional regulator		Yes
2706070658	426	81.88	1	425	1	425	0.0e+00	844	KO:K03147	phosphomethylpyrimidine synthase [EC:4.1.99.17]	EC:4.1.99.17	Yes
2706070660	149	78.52	1	149	1	147	2.6e-82	272	KO:K13993	HSP20 family protein		Yes
2706070664	260	56.55	1	258	3	269	1.1e-105	349	KO:K06864	uncharacterized protein		Yes
2706070665	323	66.97	1	323	1	326	0.0e+00	526	KO:K01012	biotin synthase [EC:2.8.1.6]	EC:2.8.1.6	Yes
2706070667	231	52.36	2	231	3	234	7.8e-78	268	KO:K02379	FdhD protein		Yes
2706070671	454	73.51	1	453	1	449	0.0e+00	805	KO:K02016	iron complex transport system substrate-binding protein		Yes
2706070673	348	78.16	1	348	1	348	0.0e+00	655	KO:K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	EC:1.2.1.11	Yes
2706070674	169	69.54	1	166	1	174	5.4e-89	293	KO:K06034	sulfopyruvate decarboxylase subunit alpha [EC:4.1.1.79]	EC:4.1.1.79	Yes
2706070675	61	76.67	1	60	1	60	1.5e-33	125	KO:K02977	small subunit ribosomal protein S27Ae		Yes
2706070679	442	76.24	1	442	1	442	0.0e+00	804	KO:K01945	phosphoribosylamine--glycine ligase [EC:6.3.4.13]	EC:6.3.4.13	Yes
2706070680	279	72.1	1	276	35	310	0.0e+00	484	KO:K01265	methionyl aminopeptidase [EC:3.4.11.18]	EC:3.4.11.18	Yes
2706070681	473	66.88	8	468	12	473	0.0e+00	714	KO:K00918	ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]	EC:2.7.1.146	Yes
2706070681	473	66.88	8	468	12	473	0.0e+00	714	KO:K00918	ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]	EC:2.7.1.147	Yes
2706070683	124	69.84	1	124	11	135	1.2e-59	205	KO:K04651	hydrogenase nickel incorporation protein HypA/HybF		Yes
2706070685	447	76.07	1	443	1	443	0.0e+00	805	KO:K01945	phosphoribosylamine--glycine ligase [EC:6.3.4.13]	EC:6.3.4.13	Yes
2706070690	150	58.44	5	150	35	188	3.6e-59	207	KO:K06024	segregation and condensation protein B		Yes
2706070695	108	60.38	2	107	1	106	5.0e-49	174	KO:K00578	tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86]	EC:2.1.1.86	Yes
2706070700	610	67.78	58	607	35	602	0.0e+00	876	KO:K14445	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5		Yes
2706070701	180	59.78	1	179	37	214	1.1e-78	265	KO:K06196	cytochrome c-type biogenesis protein		Yes
2706070703	341	79.59	2	339	41	378	0.0e+00	629	KO:K07003	uncharacterized protein		Yes
2706070705	449	73.94	1	449	23	471	0.0e+00	785	KO:K17870	NADH oxidase (H2O2-forming) [EC:1.6.3.3]	EC:1.6.3.3	Yes
2706070706	429	61.96	2	415	4	420	0.0e+00	608	KO:K01810	glucose-6-phosphate isomerase [EC:5.3.1.9]	EC:5.3.1.9	Yes
2706070707	363	78.81	26	360	58	391	0.0e+00	641	KO:K11780	FO synthase subunit 1 [EC:2.5.1.77]	EC:2.5.1.77	Yes
2706070708	305	78.62	1	304	1	304	0.0e+00	569	KO:K17828	dihydroorotate dehydrogenase (NAD+) catalytic subunit [EC:1.3.1.14]	EC:1.3.1.14	Yes
2706070709	134	80	5	129	2	126	3.9e-72	241	KO:K03537	ribonuclease P/MRP protein subunit POP5 [EC:3.1.26.5]	EC:3.1.26.5	Yes
2706070710	184	77.6	1	181	1	183	5.8e-107	345	KO:K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	EC:6.3.5.2	Yes
2706070714	145	68.97	1	144	1	144	2.5e-66	227	KO:K00195	acetyl-CoA decarbonylase/synthase complex subunit epsilon		Yes
2706070715	774	72.26	1	774	1	774	0.0e+00	1400	KO:K00192	acetyl-CoA decarbonylase/synthase complex subunit alpha [EC:1.2.7.4]	EC:1.2.7.4	Yes
2706070717	344	72.78	7	344	2	339	0.0e+00	632	KO:K04069	pyruvate formate lyase activating enzyme [EC:1.97.1.4]	EC:1.97.1.4	Yes
2706070718	215	57.37	6	192	1	190	1.7e-72	251	KO:K19712	adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.7.62]	EC:2.7.7.62	Yes
2706070719	467	74.29	8	466	29	485	0.0e+00	841	KO:K00833	adenosylmethionine---8-amino-7-oxononanoate aminotransferase [EC:2.6.1.62]	EC:2.6.1.62	Yes
2706070721	331	54.68	1	331	1	331	2.5e-130	427	KO:K07027	uncharacterized protein		Yes
2706070722	186	68	11	185	4	178	1.9e-83	279	KO:K00762	orotate phosphoribosyltransferase [EC:2.4.2.10]	EC:2.4.2.10	Yes
2706070724	390	68.75	6	387	2	385	0.0e+00	615	KO:K02492	glutamyl-tRNA reductase [EC:1.2.1.70]	EC:1.2.1.70	Yes
2706070726	200	56.99	6	197	10	199	1.2e-74	256	KO:K07477	translin		Yes
2706070727	333	81.68	1	333	1	333	0.0e+00	679	KO:K02906	large subunit ribosomal protein L3		Yes
2706070728	252	80.16	1	252	5	256	0.0e+00	476	KO:K02930	large subunit ribosomal protein L4e		Yes
2706070729	86	76.74	1	86	1	86	5.6e-46	163	KO:K02892	large subunit ribosomal protein L23		Yes
2706070730	241	85.06	1	241	1	241	0.0e+00	496	KO:K02886	large subunit ribosomal protein L2		Yes
2706070731	158	72.19	8	158	15	161	1.1e-76	257	KO:K02965	small subunit ribosomal protein S19		Yes
2706070733	247	65.59	1	247	1	247	1.3e-120	391	KO:K09740	uncharacterized protein		Yes
2706070734	340	72.06	1	340	1	340	0.0e+00	596	KO:K09726	uncharacterized protein		Yes
2706070736	466	75	1	464	1	464	0.0e+00	823	KO:K19266	lactaldehyde dehydrogenase [EC:1.2.1.22]	EC:1.2.1.22	Yes
2706070737	256	66.67	1	256	1	269	1.0e-128	415	KO:K06981	isopentenyl phosphate kinase [EC:2.7.4.26]	EC:2.7.4.26	Yes
2706070739	184	80.43	1	184	1	183	4.6e-105	340	KO:K00759	adenine phosphoribosyltransferase [EC:2.4.2.7]	EC:2.4.2.7	Yes
2706070740	196	62.69	4	196	1	193	1.3e-89	297	KO:K08093	3-hexulose-6-phosphate synthase [EC:4.1.2.43]	EC:4.1.2.43	Yes
2706070741	604	66.99	1	604	20	634	0.0e+00	1000	KO:K07219	putative molybdopterin biosynthesis protein		Yes
2706070742	287	85.02	1	287	1	287	0.0e+00	580	KO:K00826	branched-chain amino acid aminotransferase [EC:2.6.1.42]	EC:2.6.1.42	Yes
2706070744	173	64.33	1	171	1	171	1.6e-82	275	KO:K01975	2'-5' RNA ligase [EC:6.5.1.-]	EC:6.5.1.-	Yes
2706070745	53	57.69	1	52	1	51	1.2e-16	76.1	KO:K09791	uncharacterized protein		Yes
2706070746	447	84.08	1	446	1	446	0.0e+00	868	KO:K01756	adenylosuccinate lyase [EC:4.3.2.2]	EC:4.3.2.2	Yes
2706070747	406	77.59	1	406	1	406	0.0e+00	768	KO:K15635	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]	EC:5.4.2.12	Yes
2706070751	176	78.05	1	164	1	164	8.2e-99	322	KO:K02866	large subunit ribosomal protein L10e		Yes
2706070752	679	78.45	1	678	11	704	0.0e+00	1230	KO:K04076	Lon-like ATP-dependent protease [EC:3.4.21.-]	EC:3.4.21.-	Yes
2706070753	183	59.02	1	183	25	203	4.8e-77	260	KO:K08315	hydrogenase 3 maturation protease [EC:3.4.23.51]	EC:3.4.23.51	Yes
2706070754	119	75.63	1	119	3	121	6.9e-59	203	KO:K14114	energy-converting hydrogenase B subunit E		Yes
2706070755	510	68.25	1	485	5	485	0.0e+00	768	KO:K14115	energy-converting hydrogenase B subunit F		Yes
2706070756	343	84.88	1	324	1	324	0.0e+00	658	KO:K01641	hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]	EC:2.3.3.10	Yes
2706070757	242	74.69	1	241	1	238	5.0e-124	400	KO:K07731	putative transcriptional regulator		Yes
2706070758	328	68.22	6	326	3	323	0.0e+00	522	KO:K14124	energy-converting hydrogenase B subunit O		Yes
2706070759	147	80.95	1	147	1	147	6.3e-96	310	KO:K14122	energy-converting hydrogenase B subunit M		Yes
2706070760	167	70.73	4	167	15	178	3.6e-90	296	KO:K14121	energy-converting hydrogenase B subunit L		Yes
2706070761	488	64.14	1	486	1	501	0.0e+00	788	KO:K14120	energy-converting hydrogenase B subunit K		Yes
2706070762	73	61.19	2	68	9	75	3.6e-29	114	KO:K14119	energy-converting hydrogenase B subunit J		Yes
2706070763	255	71.26	6	252	7	260	8.2e-128	412	KO:K14118	energy-converting hydrogenase B subunit I		Yes
2706070764	104	58.59	1	99	1	99	5.4e-38	142	KO:K14116	energy-converting hydrogenase B subunit G		Yes
2706070779	422	68.81	1	417	2	421	0.0e+00	713	KO:K01465	dihydroorotase [EC:3.5.2.3]	EC:3.5.2.3	Yes
2706070781	360	65.62	8	358	11	362	0.0e+00	568	KO:K04070	putative pyruvate formate lyase activating enzyme [EC:1.97.1.4]	EC:1.97.1.4	Yes
2706070791	350	66.76	3	343	4	363	0.0e+00	561	KO:K07011	uncharacterized protein		Yes
2706070795	535	74.3	1	533	21	557	0.0e+00	977	KO:K04566	lysyl-tRNA synthetase, class I [EC:6.1.1.6]	EC:6.1.1.6	Yes
2706070797	179	75.84	1	178	1	177	3.1e-98	320	KO:K00177	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]	EC:1.2.7.3	Yes
2706070798	270	76.95	2	270	1	269	0.0e+00	522	KO:K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]	EC:1.2.7.11	Yes
2706070798	270	76.95	2	270	1	269	0.0e+00	522	KO:K00175	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]	EC:1.2.7.3	Yes
2706070801	349	87.39	1	349	1	349	0.0e+00	740	KO:K07057	uncharacterized protein		Yes
2706070802	428	76.58	1	427	1	427	0.0e+00	770	KO:K07291	CDP-L-myo-inositol myo-inositolphosphotransferase [EC:2.7.8.34]	EC:2.7.8.34	Yes
2706070803	360	88.09	1	360	1	361	0.0e+00	731	KO:K17240	inositol-phosphate transport system ATP-binding protein		Yes
2706070804	291	87.29	1	291	1	289	0.0e+00	584	KO:K17239	inositol-phosphate transport system permease protein		Yes
2706070805	315	87.26	1	314	1	314	0.0e+00	656	KO:K17238	inositol-phosphate transport system permease protein		Yes
2706070806	545	86.83	7	545	4	541	0.0e+00	1130	KO:K17237	inositol-phosphate transport system substrate-binding protein		Yes
2706070807	383	86.42	1	383	1	383	0.0e+00	769	KO:K01858	myo-inositol-1-phosphate synthase [EC:5.5.1.4]	EC:5.5.1.4	Yes
2706070808	67	52.24	1	67	1	67	8.6e-19	83.6	KO:K04758	ferrous iron transport protein A		Yes
2706070809	652	62.71	5	651	9	654	0.0e+00	950	KO:K04759	ferrous iron transport protein B		Yes
2706070811	326	64.92	13	325	85	408	0.0e+00	473	KO:K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 6.3.2.5]	EC:4.1.1.36	Yes
2706070811	326	64.92	13	325	85	408	0.0e+00	473	KO:K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 6.3.2.5]	EC:6.3.2.5	Yes
2706070813	402	52.94	6	402	1	425	0.0e+00	490	KO:K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	EC:2.7.1.49	Yes
2706070813	402	52.94	6	402	1	425	0.0e+00	490	KO:K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	EC:2.7.4.7	Yes
2706070814	244	62.5	1	240	1	248	2.2e-110	361	KO:K07142	uncharacterized protein		Yes
2706070815	436	79.77	3	436	2	436	0.0e+00	819	KO:K01586	diaminopimelate decarboxylase [EC:4.1.1.20]	EC:4.1.1.20	Yes
2706070816	128	67.77	7	127	5	125	2.2e-56	197	KO:K03552	holliday junction resolvase, archaea type		Yes
2706070818	210	54.33	3	206	4	211	1.9e-84	284	KO:K03752	molybdopterin-guanine dinucleotide biosynthesis protein A [EC:2.7.7.77]	EC:2.7.7.77	Yes
2706070825	127	72	1	125	1	124	6.2e-63	215	KO:K03709	DtxR family transcriptional regulator, Mn-dependent transcriptional regulator		Yes
2706070826	430	80.99	5	430	1	426	0.0e+00	810	KO:K01689	enolase [EC:4.2.1.11]	EC:4.2.1.11	Yes
2706070827	290	79.26	1	290	1	299	0.0e+00	566	KO:K02585	nitrogen fixation protein NifB		Yes
2706070828	90	81.11	1	90	1	90	4.0e-46	164	KO:K07166	ACT domain-containing protein		Yes
2706070829	339	69.44	1	337	1	337	0.0e+00	549	KO:K10716	voltage-gated potassium channel		Yes
2706070833	214	65.53	7	212	1	205	7.5e-95	314	KO:K17103	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	EC:2.7.8.8	Yes
2706070834	260	75.29	1	253	1	255	0.0e+00	444	KO:K07321	CO dehydrogenase maturation factor		Yes
2706070835	286	77.62	7	283	3	279	0.0e+00	520	KO:K02006	cobalt/nickel transport system ATP-binding protein		Yes
