gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2706069576	61	85.25	1	61	1	61	9.9e-36	131	KO:K02978	small subunit ribosomal protein S27e		Yes
2706069577	93	91.3	2	93	3	94	2.9e-63	212	KO:K02929	large subunit ribosomal protein L44e		Yes
2706069579	247	80.16	1	247	1	247	0.0e+00	464	KO:K04802	proliferating cell nuclear antigen		Yes
2706069580	547	68.91	1	547	1	524	0.0e+00	860	KO:K00612	carbamoyltransferase [EC:2.1.3.-]	EC:2.1.3.-	Yes
2706069584	99	68.37	1	98	1	98	3.3e-49	173	KO:K00567	methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]	EC:2.1.1.63	Yes
2706069585	152	81.58	1	152	39	190	4.3e-93	303	KO:K01693	imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]	EC:4.2.1.19	Yes
2706069586	449	60.84	1	442	1	452	0.0e+00	658	KO:K07463	archaea-specific RecJ-like exonuclease		Yes
2706069588	239	56.78	9	236	15	249	6.1e-93	311	KO:K07176	putative serine/threonine protein kinase		Yes
2706069590	365	88.77	1	365	1	365	0.0e+00	773	KO:K03166	DNA topoisomerase VI subunit A [EC:5.99.1.3]	EC:5.99.1.3	Yes
2706069591	364	81.67	1	360	1	360	0.0e+00	674	KO:K03531	cell division protein FtsZ		Yes
2706069592	78	70.83	7	78	10	81	2.4e-33	126	KO:K07342	protein transport protein SEC61 subunit gamma and related proteins		Yes
2706069595	160	88.75	1	160	1	160	8.5e-100	322	KO:K02867	large subunit ribosomal protein L11		Yes
2706069598	1044	76.99	1	1044	1	1067	0.0e+00	1880	KO:K01153	type I restriction enzyme, R subunit [EC:3.1.21.3]	EC:3.1.21.3	Yes
2706069599	414	42.6	3	408	6	436	6.2e-87	308	KO:K01154	type I restriction enzyme, S subunit [EC:3.1.21.3]	EC:3.1.21.3	Yes
2706069600	813	74.11	1	811	1	811	0.0e+00	1430	KO:K03427	type I restriction enzyme M protein [EC:2.1.1.72]	EC:2.1.1.72	Yes
2706069601	393	72.41	1	393	1	390	0.0e+00	674	KO:K18933	tyrosine decarboxylase / aspartate 1-decarboxylase [EC:4.1.1.25 4.1.1.11]	EC:4.1.1.11	Yes
2706069601	393	72.41	1	393	1	390	0.0e+00	674	KO:K18933	tyrosine decarboxylase / aspartate 1-decarboxylase [EC:4.1.1.25 4.1.1.11]	EC:4.1.1.25	Yes
2706069605	506	80.28	1	506	1	507	0.0e+00	948	KO:K01959	pyruvate carboxylase subunit A [EC:6.4.1.1]	EC:6.4.1.1	Yes
2706069606	566	82.86	1	566	2	567	0.0e+00	1110	KO:K01960	pyruvate carboxylase subunit B [EC:6.4.1.1]	EC:6.4.1.1	Yes
2706069607	286	43.16	4	285	5	270	4.3e-71	253	KO:K07090	uncharacterized protein		Yes
2706069608	494	67.07	1	493	1	491	0.0e+00	796	KO:K00390	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8]	EC:1.8.4.8	Yes
2706069609	99	79.35	1	92	1	92	1.9e-50	177	KO:K14125	energy-converting hydrogenase B subunit P		Yes
2706069610	173	87.27	3	167	2	166	1.4e-104	337	KO:K07025	putative hydrolase of the HAD superfamily		Yes
2706069612	263	67.82	4	262	6	266	0.0e+00	429	KO:K02233	adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	EC:2.7.8.26	Yes
2706069613	585	75.09	4	585	2	578	0.0e+00	1030	KO:K01887	arginyl-tRNA synthetase [EC:6.1.1.19]	EC:6.1.1.19	Yes
2706069619	963	48.5	3	959	2	1007	0.0e+00	1030	KO:K07316	adenine-specific DNA-methyltransferase [EC:2.1.1.72]	EC:2.1.1.72	Yes
2706069620	220	58.46	18	212	12	206	3.9e-83	281	KO:K10716	voltage-gated potassium channel		Yes
2706069626	452	72.63	1	451	1	449	0.0e+00	788	KO:K02016	iron complex transport system substrate-binding protein		Yes
2706069630	481	66.53	1	478	1	469	0.0e+00	734	KO:K07583	tRNA pseudouridine synthase 10 [EC:5.4.99.-]	EC:5.4.99.-	Yes
2706069632	460	69.18	10	447	11	447	0.0e+00	740	KO:K07558	tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72]	EC:2.7.7.72	Yes
2706069634	413	80.49	1	405	1	404	0.0e+00	770	KO:K04042	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	EC:2.3.1.157	Yes
2706069634	413	80.49	1	405	1	404	0.0e+00	770	KO:K04042	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	EC:2.7.7.23	Yes
2706069636	771	79.25	1	771	1	768	0.0e+00	1460	KO:K00527	ribonucleoside-triphosphate reductase [EC:1.17.4.2]	EC:1.17.4.2	Yes
2706069637	327	75.09	60	323	105	369	0.0e+00	452	KO:K07392	AAA family ATPase		Yes
2706069639	389	72.06	5	387	23	405	0.0e+00	665	KO:K07057	uncharacterized protein		Yes
2706069641	310	79.29	1	309	3	311	0.0e+00	561	KO:K05715	2-phosphoglycerate kinase [EC:2.7.2.-]	EC:2.7.2.-	Yes
2706069642	469	72.77	1	469	1	468	0.0e+00	803	KO:K03498	trk system potassium uptake protein		Yes
2706069643	365	59.55	1	365	1	395	0.0e+00	507	KO:K07446	tRNA (guanine10-N2)-dimethyltransferase [EC:2.1.1.213]	EC:2.1.1.213	Yes
2706069644	83	83.13	1	83	1	83	5.3e-45	160	KO:K14113	energy-converting hydrogenase B subunit D		Yes
2706069645	91	89.02	4	85	7	88	2.0e-48	170	KO:K14112	energy-converting hydrogenase B subunit C		Yes
2706069646	65	70.31	1	64	1	64	2.6e-34	127	KO:K00176	2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]	EC:1.2.7.3	Yes
2706069647	332	77.95	4	325	1	322	0.0e+00	604	KO:K11131	H/ACA ribonucleoprotein complex subunit 4 [EC:5.4.99.-]	EC:5.4.99.-	Yes
2706069649	388	67.53	7	388	4	383	0.0e+00	592	KO:K06948	uncharacterized protein		Yes
2706069650	242	73.19	8	242	2	236	1.5e-123	399	KO:K01807	ribose 5-phosphate isomerase A [EC:5.3.1.6]	EC:5.3.1.6	Yes
2706069651	274	79.56	1	274	1	274	0.0e+00	514	KO:K02500	cyclase [EC:4.1.3.-]	EC:4.1.3.-	Yes
2706069653	301	71.81	1	297	5	302	0.0e+00	496	KO:K07744	transcriptional regulator		Yes
2706069654	431	82.59	1	425	1	425	0.0e+00	844	KO:K03147	phosphomethylpyrimidine synthase [EC:4.1.99.17]	EC:4.1.99.17	Yes
2706069655	153	85.43	1	151	6	156	6.3e-90	294	KO:K01588	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]	EC:5.4.99.18	Yes
2706069656	132	75.76	1	132	1	132	1.8e-72	242	KO:K00940	nucleoside-diphosphate kinase [EC:2.7.4.6]	EC:2.7.4.6	Yes
2706069657	284	79.51	1	283	9	289	0.0e+00	521	KO:K07442	tRNA (adenine57-N1/adenine58-N1)-methyltransferase [EC:2.1.1.219 2.1.1.220]	EC:2.1.1.219	Yes
2706069657	284	79.51	1	283	9	289	0.0e+00	521	KO:K07442	tRNA (adenine57-N1/adenine58-N1)-methyltransferase [EC:2.1.1.219 2.1.1.220]	EC:2.1.1.220	Yes
2706069658	269	65.06	4	250	35	303	3.9e-114	374	KO:K03470	ribonuclease HII [EC:3.1.26.4]	EC:3.1.26.4	Yes
2706069662	248	70.8	1	248	1	249	0.0e+00	420	KO:K07055	tRNA wybutosine-synthesizing protein 2 [EC:2.5.1.114]	EC:2.5.1.114	Yes
2706069663	420	74.88	1	414	1	413	0.0e+00	715	KO:K00927	phosphoglycerate kinase [EC:2.7.2.3]	EC:2.7.2.3	Yes
2706069664	472	79.4	5	470	3	468	0.0e+00	890	KO:K07463	archaea-specific RecJ-like exonuclease		Yes
2706069667	254	84.92	2	253	3	254	0.0e+00	491	KO:K05936	precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]	EC:2.1.1.133	Yes
2706069667	254	84.92	2	253	3	254	0.0e+00	491	KO:K05936	precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]	EC:2.1.1.271	Yes
2706069668	388	64.19	22	386	1	375	0.0e+00	571	KO:K09717	uncharacterized protein		Yes
2706069673	422	76.26	8	422	4	419	0.0e+00	767	KO:K01439	succinyl-diaminopimelate desuccinylase [EC:3.5.1.18]	EC:3.5.1.18	Yes
2706069674	202	73.63	18	199	2	183	2.5e-99	325	KO:K02428	XTP/dITP diphosphohydrolase [EC:3.6.1.66]	EC:3.6.1.66	Yes
2706069676	277	74.36	1	273	1	273	0.0e+00	482	KO:K00014	shikimate dehydrogenase [EC:1.1.1.25]	EC:1.1.1.25	Yes
2706069677	379	81.12	2	377	3	378	0.0e+00	739	KO:K06868	Sep-tRNA:Cys-tRNA synthetase [EC:2.5.1.73]	EC:2.5.1.73	Yes
2706069678	236	80.77	1	233	1	234	0.0e+00	431	KO:K02984	small subunit ribosomal protein S3Ae		Yes
2706069680	319	75.39	1	319	35	355	0.0e+00	572	KO:K01008	selenide, water dikinase [EC:2.7.9.3]	EC:2.7.9.3	Yes
2706069682	146	71.92	1	146	1	145	3.7e-74	248	KO:K00195	acetyl-CoA decarbonylase/synthase complex subunit epsilon		Yes
2706069686	556	53.39	10	553	91	623	0.0e+00	693	KO:K14475	inhibitor of cysteine peptidase		Yes
2706069689	307	78.36	1	305	13	314	0.0e+00	568	KO:K00611	ornithine carbamoyltransferase [EC:2.1.3.3]	EC:2.1.3.3	Yes
2706069690	198	75.26	1	194	7	200	6.4e-109	352	KO:K06874	zinc finger protein		Yes
2706069691	346	74.12	13	346	1	340	0.0e+00	562	KO:K00096	glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]	EC:1.1.1.261	Yes
2706069693	247	76.52	1	247	1	246	0.0e+00	448	KO:K09013	Fe-S cluster assembly ATP-binding protein		Yes
2706069694	406	76.6	1	406	1	406	0.0e+00	747	KO:K07033	uncharacterized protein		Yes
2706069695	130	76.19	1	126	1	126	8.3e-72	240	KO:K01496	phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]	EC:3.5.4.19	Yes
2706069696	190	71.6	22	189	19	187	7.4e-85	283	KO:K01802	peptidylprolyl isomerase [EC:5.2.1.8]	EC:5.2.1.8	Yes
2706069697	157	66.46	1	157	1	158	8.9e-74	248	KO:K03775	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	EC:5.2.1.8	Yes
2706069698	426	76.47	1	425	1	423	0.0e+00	766	KO:K12960	5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]	EC:3.5.4.28	Yes
2706069698	426	76.47	1	425	1	423	0.0e+00	766	KO:K12960	5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]	EC:3.5.4.31	Yes
2706069699	478	76.1	23	477	21	474	0.0e+00	791	KO:K03568	TldD protein		Yes
2706069700	449	85.01	1	447	1	447	0.0e+00	917	KO:K01915	glutamine synthetase [EC:6.3.1.2]	EC:6.3.1.2	Yes
2706069702	227	69.82	4	225	1	220	3.0e-107	351	KO:K14654	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]	EC:1.1.1.302	Yes
2706069704	292	75	1	292	1	292	0.0e+00	543	KO:K07123	uncharacterized protein		Yes
2706069709	505	78.09	1	498	1	502	0.0e+00	931	KO:K01889	phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	EC:6.1.1.20	Yes
2706069715	169	71.88	4	163	5	164	5.2e-84	279	KO:K09120	uncharacterized protein		Yes
2706069716	474	78.06	2	474	88	556	0.0e+00	882	KO:K01885	glutamyl-tRNA synthetase [EC:6.1.1.17]	EC:6.1.1.17	Yes
2706069718	387	78.47	1	364	1	365	0.0e+00	691	KO:K07562	nonsense-mediated mRNA decay protein 3		Yes
2706069719	138	90.51	2	138	6	142	4.6e-92	298	KO:K03238	translation initiation factor 2 subunit 2		Yes
2706069720	194	91.24	1	194	1	194	0.0e+00	425	KO:K02877	large subunit ribosomal protein L15e		Yes
2706069721	657	84.71	4	657	5	658	0.0e+00	1300	KO:K03167	DNA topoisomerase VI subunit B [EC:5.99.1.3]	EC:5.99.1.3	Yes
2706069722	204	75.12	1	204	20	223	1.6e-108	352	KO:K00762	orotate phosphoribosyltransferase [EC:2.4.2.10]	EC:2.4.2.10	Yes
2706069726	112	74.11	1	112	1	112	1.9e-59	204	KO:K04751	nitrogen regulatory protein P-II 1		Yes
2706069732	206	77.55	8	203	1	196	2.0e-115	372	KO:K01658	anthranilate synthase component II [EC:4.1.3.27]	EC:4.1.3.27	Yes
2706069734	90	75.56	1	90	1	90	1.0e-44	160	KO:K07166	ACT domain-containing protein		Yes
2706069735	304	83.5	9	304	3	299	0.0e+00	602	KO:K02585	nitrogen fixation protein NifB		Yes
2706069739	314	76.43	1	314	1	313	0.0e+00	565	KO:K00024	malate dehydrogenase [EC:1.1.1.37]	EC:1.1.1.37	Yes
2706069741	420	74.29	1	420	72	470	0.0e+00	702	KO:K17870	NADH oxidase (H2O2-forming) [EC:1.6.3.3]	EC:1.6.3.3	Yes
2706069742	379	72.44	1	379	1	379	0.0e+00	651	KO:K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	EC:6.3.5.4	Yes
2706069753	219	69.86	1	219	1	219	1.2e-108	354	KO:K01591	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]	EC:4.1.1.23	Yes
2706069757	298	72.3	1	296	1	296	0.0e+00	516	KO:K03639	cyclic pyranopterin phosphate synthase [EC:4.1.99.18]	EC:4.1.99.18	Yes
2706069758	424	90.09	1	424	1	424	0.0e+00	884	KO:K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.33	Yes
2706069758	424	90.09	1	424	1	424	0.0e+00	884	KO:K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.35	Yes
2706069759	412	34.39	10	412	13	395	3.2e-69	255	KO:K09718	uncharacterized protein		Yes
2706069761	346	62.06	7	346	2	341	0.0e+00	519	KO:K01998	branched-chain amino acid transport system permease protein		Yes
2706069762	306	70.43	2	302	1	301	0.0e+00	506	KO:K01997	branched-chain amino acid transport system permease protein		Yes
2706069763	239	72.57	1	237	1	237	2.7e-123	397	KO:K01996	branched-chain amino acid transport system ATP-binding protein		Yes
2706069764	266	75.1	14	266	1	253	0.0e+00	453	KO:K01995	branched-chain amino acid transport system ATP-binding protein		Yes
2706069765	422	54.25	1	420	1	423	0.0e+00	538	KO:K01999	branched-chain amino acid transport system substrate-binding protein		Yes
2706069774	102	70.41	5	102	2	98	6.4e-47	167	KO:K01523	phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]	EC:3.6.1.31	Yes
2706069777	433	80.79	28	433	3	408	0.0e+00	777	KO:K00021	hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	EC:1.1.1.34	Yes
2706069778	579	82.38	1	579	1	575	0.0e+00	1140	KO:K01880	glycyl-tRNA synthetase [EC:6.1.1.14]	EC:6.1.1.14	Yes
2706069779	523	74.33	35	521	1	470	0.0e+00	856	KO:K00193	acetyl-CoA decarbonylase/synthase complex subunit beta [EC:2.3.1.-]	EC:2.3.1.-	Yes
2706069780	330	87.84	1	329	1	329	0.0e+00	686	KO:K00053	ketol-acid reductoisomerase [EC:1.1.1.86]	EC:1.1.1.86	Yes
2706069782	235	59.31	1	231	1	231	2.5e-98	326	KO:K06857	tungstate transport system ATP-binding protein [EC:3.6.3.55]	EC:3.6.3.55	Yes
2706069783	239	69.92	1	236	1	236	2.3e-119	386	KO:K05773	tungstate transport system permease protein		Yes
2706069784	335	66.98	10	332	9	330	0.0e+00	526	KO:K05772	tungstate transport system substrate-binding protein		Yes
2706069787	147	73.47	1	147	1	147	8.9e-84	276	KO:K07216	hemerythrin		Yes
2706069788	135	84.44	1	135	6	140	1.9e-83	273	KO:K03718	Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA		Yes
2706069790	401	68.34	1	398	1	395	0.0e+00	647	KO:K09136	ribosomal protein S12 methylthiotransferase accessory factor		Yes
2706069791	355	61.7	1	350	8	382	0.0e+00	479	KO:K00869	mevalonate kinase [EC:2.7.1.36]	EC:2.7.1.36	Yes
2706069792	469	75.75	3	468	2	467	0.0e+00	835	KO:K03833	selenocysteine-specific elongation factor		Yes
2706069793	161	72.33	1	159	1	159	1.5e-81	271	KO:K00442	coenzyme F420 hydrogenase subunit delta		Yes
2706069794	362	81.01	1	358	1	358	0.0e+00	696	KO:K01867	tryptophanyl-tRNA synthetase [EC:6.1.1.2]	EC:6.1.1.2	Yes
2706069799	297	76.87	1	293	1	294	0.0e+00	543	KO:K07179	RIO kinase 2 [EC:2.7.11.1]	EC:2.7.11.1	Yes
2706069800	361	82.78	1	360	4	363	0.0e+00	734	KO:K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	EC:1.2.7.11	Yes
2706069800	361	82.78	1	360	4	363	0.0e+00	734	KO:K00174	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	EC:1.2.7.3	Yes
2706069802	401	64.11	1	383	1	403	0.0e+00	598	KO:K06176	tRNA pseudouridine13 synthase [EC:5.4.99.27]	EC:5.4.99.27	Yes
2706069803	399	84.64	16	399	1	384	0.0e+00	763	KO:K03320	ammonium transporter, Amt family		Yes
2706069804	430	81.16	1	430	1	430	0.0e+00	840	KO:K01845	glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]	EC:5.4.3.8	Yes
2706069810	139	77.6	10	133	8	132	2.7e-65	223	KO:K07574	RNA-binding protein		Yes
2706069811	148	81.08	1	148	1	148	1.2e-89	292	KO:K02966	small subunit ribosomal protein S19e		Yes
2706069812	114	82.46	1	114	1	114	2.0e-62	212	KO:K06875	programmed cell death protein 5		Yes
2706069813	198	77.78	1	198	1	198	2.9e-110	356	KO:K07585	tRNA methyltransferase		Yes
2706069814	51	88.24	1	51	1	51	1.8e-28	109	KO:K02924	large subunit ribosomal protein L39e		Yes
2706069815	222	72.85	1	220	52	272	2.7e-119	385	KO:K00202	formylmethanofuran dehydrogenase subunit C [EC:1.2.99.5]	EC:1.2.99.5	Yes
2706069816	195	76.29	1	194	1	194	3.0e-112	362	KO:K07572	putative nucleotide binding protein		Yes
2706069817	411	75.75	11	410	7	405	0.0e+00	725	KO:K00821	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	EC:2.6.1.11	Yes
2706069817	411	75.75	11	410	7	405	0.0e+00	725	KO:K00821	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]	EC:2.6.1.17	Yes
2706069818	167	67.9	1	162	1	162	2.2e-85	282	KO:K03638	molybdenum cofactor biosynthesis protein B		Yes
2706069820	319	74.29	1	319	1	319	0.0e+00	557	KO:K13787	geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.1	Yes
2706069820	319	74.29	1	319	1	319	0.0e+00	557	KO:K13787	geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.10	Yes
2706069820	319	74.29	1	319	1	319	0.0e+00	557	KO:K13787	geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.29	Yes
2706069821	446	87.67	1	446	30	475	0.0e+00	939	KO:K12574	ribonuclease J [EC:3.1.-.-]	EC:3.1.-	Yes
2706069822	356	79.77	4	354	2	352	0.0e+00	665	KO:K01823	isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2]	EC:5.3.3.2	Yes
2706069824	77	88.31	1	77	1	77	1.8e-46	163	KO:K02875	large subunit ribosomal protein L14e		Yes
2706069825	179	79.55	1	176	1	176	5.4e-104	337	KO:K00945	cytidylate kinase [EC:2.7.4.14]	EC:2.7.4.14	Yes
2706069826	89	82.02	1	89	1	89	1.8e-51	179	KO:K02915	large subunit ribosomal protein L34e		Yes
2706069829	352	78.69	1	352	1	348	0.0e+00	656	KO:K06965	protein pelota		Yes
2706069832	168	85.37	1	164	1	164	2.1e-105	339	KO:K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.33	Yes
2706069832	168	85.37	1	164	1	164	2.1e-105	339	KO:K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.35	Yes
2706069833	405	85.86	2	404	1	403	0.0e+00	808	KO:K01733	threonine synthase [EC:4.2.3.1]	EC:4.2.3.1	Yes
2706069834	122	72.03	1	117	1	118	6.5e-57	197	KO:K09153	uncharacterized protein		Yes
2706069837	238	56.17	2	235	3	231	2.0e-87	295	KO:K02379	FdhD protein		Yes
2706069839	563	83.3	14	563	1	551	0.0e+00	1080	KO:K01687	dihydroxy-acid dehydratase [EC:4.2.1.9]	EC:4.2.1.9	Yes
2706069843	114	81.65	1	109	1	109	1.4e-58	201	KO:K09128	uncharacterized protein		Yes
2706069845	170	77.84	1	167	1	167	1.9e-100	325	KO:K00952	nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]	EC:2.7.7.1	Yes
2706069848	979	74.09	1	979	1	976	0.0e+00	1770	KO:K01869	leucyl-tRNA synthetase [EC:6.1.1.4]	EC:6.1.1.4	Yes
2706069849	135	78.51	14	134	1	121	2.0e-67	228	KO:K09739	uncharacterized protein		Yes
2706069850	221	78.73	1	221	1	221	5.1e-130	415	KO:K00560	thymidylate synthase [EC:2.1.1.45]	EC:2.1.1.45	Yes
2706069851	300	58.86	1	300	1	311	1.5e-122	401	KO:K06982	pantoate kinase [EC:2.7.1.169]	EC:2.7.1.169	Yes
2706069852	677	75.83	1	677	1	691	0.0e+00	1260	KO:K01874	methionyl-tRNA synthetase [EC:6.1.1.10]	EC:6.1.1.10	Yes
2706069853	213	71.9	3	212	6	215	4.3e-105	343	KO:K01079	phosphoserine phosphatase [EC:3.1.3.3]	EC:3.1.3.3	Yes
2706069856	506	82.5	27	506	1	480	0.0e+00	960	KO:K14415	tRNA-splicing ligase RtcB [EC:6.5.1.3]	EC:6.5.1.3	Yes
2706069857	137	71.53	1	137	1	137	9.6e-71	238	KO:K09738	uncharacterized protein		Yes
2706069861	266	62.78	1	266	1	266	4.9e-125	405	KO:K06989	aspartate dehydrogenase [EC:1.4.1.21]	EC:1.4.1.21	Yes
2706069862	198	73.98	1	195	1	196	2.6e-106	345	KO:K00564	16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]	EC:2.1.1.172	Yes
2706069866	390	59.42	1	389	17	430	0.0e+00	560	KO:K03151	thiamine biosynthesis protein ThiI		Yes
